Unavngivet regneark - Ark1(1)
title;description;artist;culture;teaserText;url;image;regularImage;largeImage;date;medium;accessionNumber;galleryInformation
Armor;;;Chinese;<p>Date: 18th century<br/>Accession Number: 36.25.1a–k</p>;"/art/collection/search/32074?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=247";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.25.1_007mar2015.jpg;aa/web-additional/36.25.1_007mar2015.jpg;aa/web-large/36.25.1_007mar2015.jpg;18th century;Steel, gold, lacquer, textile, semi-precious stones;36.25.1a–k;Not on view
Bracelet (one of a pair);;;India;<p>Date: 18th–19th century<br/>Accession Number: 02.18.771</p>;"/art/collection/search/56226?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=248";https://images.metmuseum.org/CRDImages/as/mobile-large/DP108025.jpg;as/web-additional/DP108025.jpg;as/web-large/DP108025.jpg;18th–19th century;Jade (nephrite) with gold, enamel, and semiprecious stone inlays;02.30.51;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MTkyMTIxLDQwLjc4MDI5Njc2QGxtQDM0NzI1MjE0Nzc2Mw==' target='_blank'>Gallery 222</a>
Bracelet;;;India;<p>Date: 18th–19th century<br/>Accession Number: 02.18.770</p>;"/art/collection/search/56225?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=249";https://images.metmuseum.org/CRDImages/as/mobile-large/DP108025.jpg;as/web-additional/DP108025.jpg;as/web-large/DP108025.jpg;18th–19th century;Jade (nephrite) with gold, enamel, and stone inlays;02.30.50;Not on view
Pair of Sword-Grip Ornaments (Menuki);;;Japanese;<p>Date: 19th century<br/>Accession Number: 17.208.28a, b</p>;"/art/collection/search/35023?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=250";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-17_208_28a_b-001.jpg;aa/web-additional/LC-17_208_28a_b-001.jpg;aa/web-large/LC-17_208_28a_b-001.jpg;19th century;Copper-gold alloy (shakudō);17.208.28a, b;Not on view
Sword Guard (<i>Tsuba</i>);;;Japanese;<p>Date: 1829<br/>Accession Number: 14.60.63</p>;"/art/collection/search/34962?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=251";https://images.metmuseum.org/CRDImages/aa/mobile-large/14.60.63_001feb2014.jpg;aa/web-additional/14.60.63_001feb2014.jpg;aa/web-large/14.60.63_001feb2014.jpg;1829;Copper-silver alloy (shibuichi), copper-gold alloy (shakudō), gold, copper;15.01.03;Not on view
Sword Guard (<i>Tsuba</i>);;;Japanese;<p>Date: early 18th century<br/>Accession Number: 14.60.69</p>;"/art/collection/search/34967?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=252";https://images.metmuseum.org/CRDImages/aa/mobile-large/14.60.69_007feb2014.jpg;aa/web-additional/14.60.69_007feb2014.jpg;aa/web-large/14.60.69_007feb2014.jpg;early 18th century;Iron, gold, copper;15.01.09;Not on view
Pair of Sword-Grip Ornaments (Menuki);;;Japanese;<p>Date: 17th century<br/>Accession Number: 17.208.6a, b</p>;"/art/collection/search/35001?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=253";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-17_208_6a_b-001.jpg;aa/web-additional/LC-17_208_6a_b-001.jpg;aa/web-large/LC-17_208_6a_b-001.jpg;17th century;Copper-gold alloy (shakudō);17.208.6a, b;Not on view
Pair of Sword-Grip Ornaments (Menuki);;;Japanese;<p>Date: 18th century<br/>Accession Number: 17.208.9a, b</p>;"/art/collection/search/35004?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=254";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-17_208_9a_b-001.jpg;aa/web-additional/LC-17_208_9a_b-001.jpg;aa/web-large/LC-17_208_9a_b-001.jpg;18th century;Copper-gold alloy (shakudō), gold;17.208.9a, b;Not on view
Sword Guard (<i>Tsuba</i>);;;Japanese;<p>Date: mid-19th century<br/>Accession Number: 14.60.56</p>;"/art/collection/search/34955?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=255";https://images.metmuseum.org/CRDImages/aa/mobile-large/14.60.56_001feb2014.jpg;aa/web-additional/14.60.56_001feb2014.jpg;aa/web-large/14.60.56_001feb2014.jpg;mid-19th century;Iron, gold, copper;15.00.56;Not on view
Pair of Sword-Grip Ornaments (Menuki);;;Japanese;<p>Date: 18th century<br/>Accession Number: 17.208.17a, b</p>;"/art/collection/search/35012?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=256";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-17_208_17a_b-001.jpg;aa/web-additional/LC-17_208_17a_b-001.jpg;aa/web-large/LC-17_208_17a_b-001.jpg;18th century;Gold, copper, copper-silver alloy (shibuichi);17.208.17a, b;Not on view
Pair of Sword-Grip Ornaments (Menuki);;;Japanese;<p>Date: 18th century<br/>Accession Number: 17.208.29a, b</p>;"/art/collection/search/35024?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=257";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-17_208_29a_b-001.jpg;aa/web-additional/LC-17_208_29a_b-001.jpg;aa/web-large/LC-17_208_29a_b-001.jpg;18th century;Iron, copper-silver alloy (shibuichi), gold;17.208.29a, b;Not on view
Sword-Hilt Collar and Pommel (Fuchigashira);;;Japanese;<p>Date: 18th century<br/>Accession Number: 17.208.100a, b</p>;"/art/collection/search/35093?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=258";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-17_208_100a_b-002.jpg;aa/web-additional/LC-17_208_100a_b-002.jpg;aa/web-large/LC-17_208_100a_b-002.jpg;18th century;Copper-gold alloy (shakudō), gold;17.208.100a, b;Not on view
Sword-Hilt Collar and Pommel (Fuchigashira);;;Japanese;<p>Date: 19th century<br/>Accession Number: 17.208.83a, b</p>;"/art/collection/search/35078?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=259";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-17_208_83a_b-002.jpg;aa/web-additional/LC-17_208_83a_b-002.jpg;aa/web-large/LC-17_208_83a_b-002.jpg;19th century;Copper-gold alloy (shakudō), gold;17.208.83a, b;Not on view
Sword-Hilt Collar and Pommel (Fuchigashira);;;Japanese;<p>Date: 19th century<br/>Accession Number: 17.208.90a, b</p>;"/art/collection/search/35084?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=260";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-17_208_90a_b-002.jpg;aa/web-additional/LC-17_208_90a_b-002.jpg;aa/web-large/LC-17_208_90a_b-002.jpg;19th century;Gold, silver, copper, copper-silver alloy (shibuichi), copper-gold alloy (shakudō);17.208.90a, b;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 46.122.68</p>;"/art/collection/search/35217?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=261";https://images.metmuseum.org/CRDImages/aa/mobile-large/46.122.68_001apr2014.jpg;aa/web-additional/46.122.68_001apr2014.jpg;aa/web-large/46.122.68_001apr2014.jpg;ca. 1615–1868;Iron, gold, copper;48.03.08;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 46.122.35</p>;"/art/collection/search/35204?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=262";https://images.metmuseum.org/CRDImages/aa/mobile-large/46.122.35_002apr2014.jpg;aa/web-additional/46.122.35_002apr2014.jpg;aa/web-large/46.122.35_002apr2014.jpg;ca. 1615–1868;Copper-gold alloy (shakudō), gold, copper;48.02.35;Not on view
Saddle (清 馬鞍一套);;;Chinese;<p>Date: 17th–18th century<br/>Accession Number: 1998.316</p>;"/art/collection/search/26642?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=263";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP113291.jpg;aa/web-additional/DP113291.jpg;aa/web-large/DP113291.jpg;17th–18th century;Iron, gold, silver, wood, coral, ivory, silk, hair, tin, pigments, leather;2003.16.00;Not on view
Sword (Peidao) with Scabbard;;;"blade, Japanese; mounting, Chinese";<p>Date: mounting, ca. 1750–1800<br/>Accession Number: 32.75.301a, b</p>;"/art/collection/search/23387?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=264";https://images.metmuseum.org/CRDImages/aa/mobile-large/268265.jpg;aa/web-additional/268265.jpg;aa/web-large/268265.jpg;mounting, ca. 1750–1800;Steel, wood, iron, mother-or-pearl, gold, coral, malachite, lapis lazuli, silk, lacquer;32.75.301a, b;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: 18th century<br/>Accession Number: 29.100.959</p>;"/art/collection/search/23058?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=265";https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.959_001feb2014.jpg;aa/web-additional/29.100.959_001feb2014.jpg;aa/web-large/29.100.959_001feb2014.jpg;18th century;Brass, copper-gold alloy (shakudō), gold, copper;30.55.59;Not on view
Album of Tournaments and Parades in Nuremberg;;;German, Nuremberg;<p>Date: late 16th–mid-17th century<br/>Accession Number: 22.229</p>;"/art/collection/search/25111?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=266";https://images.metmuseum.org/CRDImages/aa/mobile-large/DT770.jpg;aa/web-additional/DT770.jpg;aa/web-large/DT770.jpg;late 16th–mid-17th century;"Pen and ink, watercolor, gold and silver washes; paper bound in gold-tooled leather";25.49.00;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzI1ODQ5LDQwLjc3OTk3NEBsbUA4OTYxODc5ODA4MzI=' target='_blank'>Gallery 373</a>
Helmet and Shield in the Classical Style;;;French, Paris;<p>Date: probably ca. 1760–70<br/>Accession Number: 04.3.259–.260</p>;"/art/collection/search/35870?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=267";https://images.metmuseum.org/CRDImages/aa/mobile-large/DT272214.jpg;aa/web-additional/DT272214.jpg;aa/web-large/DT272214.jpg;probably ca. 1760–70;Bronze, silver, gold, silk, metallic yarn;04.3.259–.260;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzA0ODY3LDQwLjc4MDI2MTc1QGxtQDY4MjEwMDE5OTUxNg==' target='_blank'>Gallery 376</a>
Saint Anne with the Virgin and Child;;;Spanish;<p>Date: 1473 or 1483<br/>Accession Number: 38.141a-o</p>;"/art/collection/search/471223?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=268";https://images.metmuseum.org/CRDImages/cl/mobile-large/CDS170574.JPG;cl/web-additional/CDS170574.JPG;cl/web-large/CDS170574.JPG;1473 or 1483;Oil and gold on wood (pine?);38.141a-o;Not on view
Virgin and Child with the Pietà and Saints;Spanish (Castilian) Painter (late 15th century);Spanish (Castilian) Painter;;<p>Spanish (Castilian) Painter (late 15th century) </p><p>Accession Number: 41.190.27a–e</p>;"/art/collection/search/437733?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=269";https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-14825-001.jpg;ep/web-additional/DP-14825-001.jpg;ep/web-large/DP-14825-001.jpg;;Tempera and gold on wood;41.190.27a–e;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzcxNDMzLDQwLjc3OTU0ODk3QGxtQDM3MDA2MzAxOTA0MA==' target='_blank'>Gallery 305</a>
Rough Waves;Ogata Kōrin (Japanese, 1658–1716);Ogata Kōrin;Japan;<p>Ogata Kōrin (Japanese, 1658–1716) </p><p>Date: ca. 1704–9<br/>Accession Number: 26.117</p>;"/art/collection/search/44918?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=270";https://images.metmuseum.org/CRDImages/as/mobile-large/DT1615.jpg;as/web-additional/DT1615.jpg;as/web-large/DT1615.jpg;ca. 1704–9;"Two-panel folding screen; ink, color, and gold leaf on paper";27.57.00;Not on view
Gilt silver kylix;;;Greek;<p>Date: late fifth century BCE<br/>Accession Number: 2015.260.1</p>;"/art/collection/search/646262?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=271";https://images.metmuseum.org/CRDImages/gr/mobile-large/DP366340.jpg;gr/web-additional/DP366340.jpg;gr/web-large/DP366340.jpg;late fifth century BCE;Silver-gilt;2019.20.01;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzI0MjczLDQwLjc3ODY1NTg1QGxtQDc3OTUwNTI0MDE0OA==' target='_blank'>Gallery 153</a>
Sword-Grip Ornaments (Menuki);Gotō Teijō (Mitsumasa) (Japanese, 1603–1673, ninth-generation Gotō master);Gotō Teijō (Mitsumasa);Japanese;<p>Gotō Teijō (Mitsumasa) (Japanese, 1603–1673, ninth-generation Gotō master) </p><p>Date: 17th century<br/>Accession Number: 45.24.44a–c</p>;"/art/collection/search/24733?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=272";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-45_24_44ab-001.jpg;aa/web-additional/LC-45_24_44ab-001.jpg;aa/web-large/LC-45_24_44ab-001.jpg;17th century;Gold;45.24.44a–c;Not on view
Set of Sword Fittings (Mitokoromono);Inscribed by Gotō Renjō (Mitsutomo) (Japanese, 1628–1708, tenth-generation Gotō master);Gotō Renjō (Mitsutomo);Japanese;<p>Inscribed by Gotō Renjō (Mitsutomo) (Japanese, 1628–1708, tenth-generation Gotō master) </p><p>Date: 17th century<br/>Accession Number: 45.24.60a–e</p>;"/art/collection/search/24719?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=273";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-45_24_60a_e-014.jpg;aa/web-additional/LC-45_24_60a_e-014.jpg;aa/web-large/LC-45_24_60a_e-014.jpg;17th century;Copper-gold alloy (shakudō), gold;45.24.60a–e;Not on view
Seal Ring with Inscription;;;;<p>Date: late 15th–early 16th century<br/>Accession Number: 12.224.6</p>;"/art/collection/search/446273?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=274";https://images.metmuseum.org/CRDImages/is/mobile-large/DP236373.jpg;is/web-additional/DP236373.jpg;is/web-large/DP236373.jpg;late 15th–early 16th century;"Gold, cast and chased; nephrite, carved";15.44.06;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzUzNjg1LDQwLjc3ODEwODg4QGxtQDIwNTQwMTQ4NTQ1' target='_blank'>Gallery 455</a>
Kitab suwar al-kawakib al-thabita (Book of the Images of the Fixed Stars) of al-Sufi;`Abd al-Rahman al-Sufi (Iranian, Rey 903–986 Shiraz);`Abd al-Rahman al-Sufi;;<p>`Abd al-Rahman al-Sufi (Iranian, Rey 903–986 Shiraz) </p><p>Date: 18th century<br/>Accession Number: 1975.192.2</p>;"/art/collection/search/452744?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=275";https://images.metmuseum.org/CRDImages/is/mobile-large/DP155762.jpg;is/web-additional/DP155762.jpg;is/web-large/DP155762.jpg;18th century;Ink, opaque watercolor, and gold on paper;1978.12.02;Not on view
Panel with Four-Clawed Dragon;;;China;<p>Date: 17th century<br/>Accession Number: 1989.206</p>;"/art/collection/search/44588?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=276";/content/img/placeholders/NoImageAvailableIcon.png;/content/img/placeholders/NoImageAvailableIcon.png;/content/img/placeholders/noimage534x534.png;17th century;Silk and gold-wrapped silk;1992.26.00;Not on view
Wine pot in the shape of a peach (cadogan type);Meissen Manufactory (German, 1710–present);Meissen Manufactory;German, Meissen;<p>Meissen Manufactory (German, 1710–present) </p><p>Date: ca. 1725<br/>Accession Number: 1974.356.488</p>;"/art/collection/search/206015?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=277";https://images.metmuseum.org/CRDImages/es/mobile-large/DP149938.jpg;es/web-additional/DP149938.jpg;es/web-large/DP149938.jpg;ca. 1725;Hard-paste porcelain decorated in polychrome enamels, gold;1980.04.08;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzExMzQ5LDQwLjc3OTM1OTI4QGxtQDMwMjE2OTMxMTM1MQ==' target='_blank'>Gallery 201</a>
Fauchard of the Bodyguard of Cardinal Scipione Borghese-Caffarelli (1576–1633);;;Italian;<p>Date: ca. 1600–1610<br/>Accession Number: 14.25.450</p>;"/art/collection/search/22208?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=278";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP277180.jpg;aa/web-additional/DP277180.jpg;aa/web-large/DP277180.jpg;ca. 1600–1610;Steel, copper, gold, silver, wood, textile;14.32.30;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzA2NjA4LDQwLjc4MDA0NjYzQGxtQDE4MjU5NDM2NjUzOA==' target='_blank'>Gallery 371</a>
Automaton in the form of a chariot pushed by a Chinese attendant and set with a clock;James Cox (British, ca. 1723–1800);James Cox;British, London;<p>James Cox (British, ca. 1723–1800) </p><p>Date: 1766<br/>Accession Number: 1982.60.137</p>;"/art/collection/search/207039?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=279";https://images.metmuseum.org/CRDImages/es/mobile-large/DP346439.jpg;es/web-additional/DP346439.jpg;es/web-large/DP346439.jpg;1766;"Case: gold with diamonds and paste jewels set in silver, pearls; Dial: white enamel; Movement: partly gilded brass and steel, wheel balance and cock of silver set with paste jewels";1983.02.17;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzYxMzksNDAuNzc5MjkwMDFAbG1AMzQ5NjI0NTcyOTc=' target='_blank'>Gallery 540</a>
Set of Sword Fittings (Mitokoromono);Inscribed by Gotō Mitsutaka (Enjō) (Japanese, 1722–1784, thirteenth-generation Gotō master);Gotō Mitsutaka (Enjō);Japanese;<p>Inscribed by Gotō Mitsutaka (Enjō) (Japanese, 1722–1784, thirteenth-generation Gotō master) </p><p>Date: mid-18th century<br/>Accession Number: 45.24.63a–d</p>;"/art/collection/search/24716?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=280";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-45_24_63a_d-011.jpg;aa/web-additional/LC-45_24_63a_d-011.jpg;aa/web-large/LC-45_24_63a_d-011.jpg;mid-18th century;Copper-gold alloy (shakudō), gold;45.24.63a–d;Not on view
Octagonal box with “dragon pine”;;;China;<p>Date: dated 1595<br/>Accession Number: 2015.500.1.11a, b</p>;"/art/collection/search/40253?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=281";https://images.metmuseum.org/CRDImages/as/mobile-large/DP704186.jpg;as/web-additional/DP704186.jpg;as/web-large/DP704186.jpg;dated 1595;Polychrome lacquer with filled-in and engraved gold decoration;2015.500.1.11a, b;Not on view
Fauchard of the Bodyguard of Cardinal Scipione Borghese-Caffarelli (1576–1633);;;Italian;<p>Date: ca. 1600–1610<br/>Accession Number: 54.46.16</p>;"/art/collection/search/24831?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=282";https://images.metmuseum.org/CRDImages/aa/mobile-large/54.46.16_001june2014.jpg;aa/web-additional/54.46.16_001june2014.jpg;aa/web-large/54.46.16_001june2014.jpg;ca. 1600–1610;Steel, copper, gold, silver, wood, textile;54.46.16;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzA2NjA4LDQwLjc4MDA0NjYzQGxtQDE4MjU5NDM2NjUzOA==' target='_blank'>Gallery 371</a>
Curb Bit;;;Franco-Neapolitan;<p>Date: second quarter 14th century<br/>Accession Number: 04.3.478a, b</p>;"/art/collection/search/22017?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=283";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP-17272-003.jpg;aa/web-additional/DP-17272-003.jpg;aa/web-large/DP-17272-003.jpg;second quarter 14th century;Iron, copper alloy, enamel, gold;04.3.478a, b;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzI1ODQ5LDQwLjc3OTk3NEBsbUA4OTYxODc5ODA4MzI=' target='_blank'>Gallery 373</a>
Gun with Flintlock a la moda;Gabriel de Algora (Spanish, Madrid, documented 1733–died 1761);Gabriel de Algora;Spanish, Madrid;<p>Gabriel de Algora (Spanish, Madrid, documented 1733–died 1761) </p><p>Date: dated 1744<br/>Accession Number: 1987.397</p>;"/art/collection/search/24930?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=284";https://images.metmuseum.org/CRDImages/aa/mobile-large/DT5804.jpg;aa/web-additional/DT5804.jpg;aa/web-large/DT5804.jpg;dated 1744;Steel, gold, wood;1993.37.00;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzEwMzQ0LDQwLjc4MDE4NjYzQGxtQDk4NTc2NTAyODQxNw==' target='_blank'>Gallery 375</a>
